start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
9|1,1*4*6*7|1,4,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+1  4  6  7)(-9)}~~>[1*4*6*7|1],[9|1]~>[9*12|1]~>[1*4*6*7|1],{(+12)}~{(+1  4  6  7)(-9)}~,71.0,2,5,1,0
9|1,2*5*8|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+6  8)(-9)}~~>[6*8|1]~~{(+2  5)}~~>[2*5*8|1],[9|1]~>[9*12|1]~>[6*8|1]~>[2*5*8|1],{(+12)}~{(+6  8)(-9)}~{(+2  5)}~,81.0,3,5,1,0
9|1,4*6*8|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+4  6  8)(-9)}~~>[4*6*8|1],[9|1]~>[9*12|1]~>[4*6*8|1],{(+12)}~{(+4  6  8)(-9)}~,61.0,2,4,1,0
9|1,3*4*5*6*8|1,5,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+6  8)(-9)}~~>[6*8|1]~~{(+3  4  5)}~~>[3*4*5*6*8|1],[9|1]~>[9*12|1]~>[6*8|1]~>[3*4*5*6*8|1],{(+12)}~{(+6  8)(-9)}~{(+3  4  5)}~,91.0,3,6,1,0
9|1,3*9|1,1,0,0,[9|1]~~{(+3)}~~>[3*9|1],[9|1]~>[3*9|1],{(+3)}~,20.0,1,1,0,0
9|1,1*3*9|1,2,0,0,[9|1]~~{(+1  3)}~~>[1*3*9|1],[9|1]~>[1*3*9|1],{(+1  3)}~,30.0,1,2,0,0
9|1,1*4*9|1,2,0,0,[9|1]~~{(+1  4)}~~>[1*4*9|1],[9|1]~>[1*4*9|1],{(+1  4)}~,30.0,1,2,0,0
9|1,3*4*9|1,2,0,0,[9|1]~~{(+3  4)}~~>[3*4*9|1],[9|1]~>[3*4*9|1],{(+3  4)}~,30.0,1,2,0,0
9|1,3*5*9|1,2,0,0,[9|1]~~{(+3  5)}~~>[3*5*9|1],[9|1]~>[3*5*9|1],{(+3  5)}~,30.0,1,2,0,0
9|1,2*7*9|1,2,0,0,[9|1]~~{(+2  7)}~~>[2*7*9|1],[9|1]~>[2*7*9|1],{(+2  7)}~,30.0,1,2,0,0
9|1,5*7*9|1,2,0,0,[9|1]~~{(+5  7)}~~>[5*7*9|1],[9|1]~>[5*7*9|1],{(+5  7)}~,30.0,1,2,0,0
9|1,1*10|1,,,,N/A,N/A,N/A,,,,,
9|1,5*10|1,,,,N/A,N/A,N/A,,,,,
9|1,2*6*10|1,,,,N/A,N/A,N/A,,,,,
9|1,3*4*5*6*10|1,,,,N/A,N/A,N/A,,,,,
9|1,5*8*10|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+6  8)(-9)}~~>[6*8|1]~~{(+5  10)}~~>[5*8*10|1],[9|1]~>[9*12|1]~>[6*8|1]~>[5*8*10|1],{(+12)}~{(+6  8)(-9)}~{(+5  10)}~,81.0,3,5,1,0
9|1,2*6*8*10|1,4,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+2  6  8  10)(-9)}~~>[2*6*8*10|1],[9|1]~>[9*12|1]~>[2*6*8*10|1],{(+12)}~{(+2  6  8  10)(-9)}~,71.0,2,5,1,0
9|1,1*2*11|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+1  11)(-9)}~~>[1*11|1]~~{(+2)}~~>[1*2*11|1],[9|1]~>[9*12|1]~>[1*11|1]~>[1*2*11|1],{(+12)}~{(+1  11)(-9)}~{(+2)}~,71.0,3,4,1,0
9|1,7*11|1,2,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+7  11)(-9)}~~>[7*11|1],[9|1]~>[9*12|1]~>[7*11|1],{(+12)}~{(+7  11)(-9)}~,51.0,2,3,1,0
9|1,7*9*11|1,2,0,0,[9|1]~~{(+7  11)}~~>[7*9*11|1],[9|1]~>[7*9*11|1],{(+7  11)}~,30.0,1,2,0,0
9|1,8*9*11|1,2,0,0,[9|1]~~{(+8  11)}~~>[8*9*11|1],[9|1]~>[8*9*11|1],{(+8  11)}~,30.0,1,2,0,0
9|1,6*8*9*11|1,3,0,0,[9|1]~~{(+6  8  11)}~~>[6*8*9*11|1],[9|1]~>[6*8*9*11|1],{(+6  8  11)}~,40.0,1,3,0,0
9|1,7*9*10*11|1,3,0,0,[9|1]~~{(+7  10  11)}~~>[7*9*10*11|1],[9|1]~>[7*9*10*11|1],{(+7  10  11)}~,40.0,1,3,0,0
9|1,1*2*12|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+1  2)(-9)}~~>[1*2*12|1],[9|1]~>[9*12|1]~>[1*2*12|1],{(+12)}~{(+1  2)(-9)}~,51.0,2,3,1,0
9|1,1*3*4*12|1,4,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+1  3  4)(-9)}~~>[1*3*4*12|1],[9|1]~>[9*12|1]~>[1*3*4*12|1],{(+12)}~{(+1  3  4)(-9)}~,61.0,2,4,1,0
9|1,4*5*12|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+4  5)(-9)}~~>[4*5*12|1],[9|1]~>[9*12|1]~>[4*5*12|1],{(+12)}~{(+4  5)(-9)}~,51.0,2,3,1,0
9|1,3*6*12|1,3,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+3  6)(-9)}~~>[3*6*12|1],[9|1]~>[9*12|1]~>[3*6*12|1],{(+12)}~{(+3  6)(-9)}~,51.0,2,3,1,0
9|1,3*4*6*12|1,4,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+3  4  6)(-9)}~~>[3*4*6*12|1],[9|1]~>[9*12|1]~>[3*4*6*12|1],{(+12)}~{(+3  4  6)(-9)}~,61.0,2,4,1,0
9|1,6*9*12|1,2,0,0,[9|1]~~{(+6  12)}~~>[6*9*12|1],[9|1]~>[6*9*12|1],{(+6  12)}~,30.0,1,2,0,0
9|1,11*12|1,2,1,0,[9|1]~~{(+12)}~~>[9*12|1]~~{(+11)(-9)}~~>[11*12|1],[9|1]~>[9*12|1]~>[11*12|1],{(+12)}~{(+11)(-9)}~,41.0,2,2,1,0
1*9|1,|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*4|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*4|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*4*5|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*4*5|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*6|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*2*6|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*6|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*6|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*6|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*7|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*6*7|1,,,,N/A,N/A,N/A,,,,,
1*9|1,8|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*8|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*5*6*8|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*4*5*6*8|1,,,,N/A,N/A,N/A,,,,,
1*9|1,5*9|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*5*9|1,,,,N/A,N/A,N/A,,,,,
1*9|1,6*9|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*2*7*9|1,2,0,0,[1*9|1]~~{(+2  7)}~~>[1*2*7*9|1],[1*9|1]~>[1*2*7*9|1],{(+2  7)}~,30.0,1,2,0,0
1*9|1,1*4*7*9|1,2,0,0,[1*9|1]~~{(+4  7)}~~>[1*4*7*9|1],[1*9|1]~>[1*4*7*9|1],{(+4  7)}~,30.0,1,2,0,0
1*9|1,5*7*9|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*4*5*7*9|1,3,0,0,[1*9|1]~~{(+4  5  7)}~~>[1*4*5*7*9|1],[1*9|1]~>[1*4*5*7*9|1],{(+4  5  7)}~,40.0,1,3,0,0
1*9|1,6*8*9|1,,,,N/A,N/A,N/A,,,,,
1*9|1,10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*4*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*5*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,6*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*5*6*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,8*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*8*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*4*5*8*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*6*8*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*5*6*8*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*4*9*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,5*9*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*5*9*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*5*7*9*10|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*11|1,,,,N/A,N/A,N/A,,,,,
1*9|1,8*9*11|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*10*11|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*8*10*11|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*4*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*4*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,4*5*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,1*3*4*5*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,2*6*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,3*6*12|1,,,,N/A,N/A,N/A,,,,,
1*9|1,6*9*10*11*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*3|1,,,,N/A,N/A,N/A,,,,,
2*9|1,5|1,,,,N/A,N/A,N/A,,,,,
2*9|1,6|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*6|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*2*6|1,,,,N/A,N/A,N/A,,,,,
2*9|1,7|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*5*7|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*4*6*7|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*8|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*8|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*5*8|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*5*9|1,2,1,0,[2*9|1]~~{(+3  5)}~~>[3*5*9|1],[2*9|1]~>[3*5*9|1],{(+3  5)}~,30.0,1,2,0,0
2*9|1,6*9|1,,,,N/A,N/A,N/A,,,,,
2*9|1,5*7*9|1,2,1,0,[2*9|1]~~{(+5  7)}~~>[5*7*9|1],[2*9|1]~>[5*7*9|1],{(+5  7)}~,30.0,1,2,0,0
2*9|1,1*2*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*4*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*5*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,5*7*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,2*8*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,5*8*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*5*8*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,6*8*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*5*6*8*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,9*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,7*9*10|1,,,,N/A,N/A,N/A,,,,,
2*9|1,2*7*9*10|1,2,0,0,[2*9|1]~~{(+7  10)}~~>[2*7*9*10|1],[2*9|1]~>[2*7*9*10|1],{(+7  10)}~,30.0,1,2,0,0
2*9|1,2*11|1,,,,N/A,N/A,N/A,,,,,
2*9|1,9*11|1,,,,N/A,N/A,N/A,,,,,
2*9|1,7*9*10*11|1,,,,N/A,N/A,N/A,,,,,
2*9|1,12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,4*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*4*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*5*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*2*5*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*4*5*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,1*3*4*5*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*6*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,3*4*6*12|1,,,,N/A,N/A,N/A,,,,,
2*9|1,6*9*10*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*2|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*4|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*5|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,6|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*6|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*3*6|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*4*6|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*5*7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*5*7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*6*7|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,5*8|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*5*8|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*6*8|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*5*6*8|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*3*9|1,1,1,0,[1*2*9|1]~~{(+3)}~~>[1*3*9|1],[1*2*9|1]~>[1*3*9|1],{(+3)}~,20.0,1,1,0,0
1*2*9|1,3*5*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,6*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,7*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*7*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*7*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*4*7*9|1,2,1,0,[1*2*9|1]~~{(+4  7)}~~>[1*4*7*9|1],[1*2*9|1]~>[1*4*7*9|1],{(+4  7)}~,30.0,1,2,0,0
1*2*9|1,5*7*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,8*9|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*2*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*4*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*5*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*4*5*6*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*7*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*6*8*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*5*6*8*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,6*9*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,5*7*9*10|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*8*11|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*9*11|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*2*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*4*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*5*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*5*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,2*6*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,4*6*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,3*4*6*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,1*2*7*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,6*9*10*12|1,,,,N/A,N/A,N/A,,,,,
1*2*9|1,9*11*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3|1,,,,N/A,N/A,N/A,,,,,
3*9|1,4|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*4|1,,,,N/A,N/A,N/A,,,,,
3*9|1,5|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*2*5|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*4*5|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*2*6|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*6|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*4*6|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*4*6|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*7|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*6*7|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*6*7|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*6*7|1,,,,N/A,N/A,N/A,,,,,
3*9|1,8|1,,,,N/A,N/A,N/A,,,,,
3*9|1,4*8|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*4*8|1,,,,N/A,N/A,N/A,,,,,
3*9|1,4*5*8|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*4*6*8|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*2*9|1,,,,N/A,N/A,N/A,,,,,
3*9|1,5*9|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*5*7*9|1,3,1,0,[3*9|1]~~{(+1  5  7)}~~>[1*5*7*9|1],[3*9|1]~>[1*5*7*9|1],{(+1  5  7)}~,40.0,1,3,0,0
3*9|1,4*5*7*9|1,3,1,0,[3*9|1]~~{(+4  5  7)}~~>[4*5*7*9|1],[3*9|1]~>[4*5*7*9|1],{(+4  5  7)}~,40.0,1,3,0,0
3*9|1,4*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,4*6*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*7*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*6*7*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,8*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,5*8*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*4*5*8*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,5*9*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,4*5*9*10|1,3,1,0,[3*9|1]~~{(+4  5  10)}~~>[4*5*9*10|1],[3*9|1]~>[4*5*9*10|1],{(+4  5  10)}~,40.0,1,3,0,0
3*9|1,7*9*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*7*9*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,8*9*10|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*2*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,8*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,9*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,6*8*9*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,10*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*10*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,2*8*10*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,6*9*10*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,6*8*9*10*11|1,,,,N/A,N/A,N/A,,,,,
3*9|1,12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*4*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*3*4*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,3*6*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,1*2*7*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,9*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,6*9*10*12|1,,,,N/A,N/A,N/A,,,,,
3*9|1,9*11*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3*4*5|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,3*6|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3*6|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,4*5*6|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*7|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3*7|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,4*7|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3*6*7|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*4*6*7|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,5*8|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,4*5*6*8|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*2*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,3*4*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,5*7*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*5*7*9|1,2,1,0,[1*3*9|1]~~{(+5  7)}~~>[1*5*7*9|1],[1*3*9|1]~>[1*5*7*9|1],{(+5  7)}~,30.0,1,2,0,0
1*3*9|1,4*5*7*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,8*9|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,7*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,5*7*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*6*7*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*5*8*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,4*5*6*8*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,9*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,3*4*9*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,6*9*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*7*9*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,6*8*9*10|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,11|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*8*11|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,6*9*11|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,9*10*11|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*2*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,3*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*3*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*4*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,5*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,2*5*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,1*2*5*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,6*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,3*6*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,6*9*12|1,,,,N/A,N/A,N/A,,,,,
1*3*9|1,11*12|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*3|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*4|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*2*5|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4*5|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*3*4*5|1,,,,N/A,N/A,N/A,,,,,
4*9|1,6|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*3*6|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*3*5*6|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4*5*6|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*3*7|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*7|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*4*7|1,,,,N/A,N/A,N/A,,,,,
4*9|1,5*7|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*6*7|1,,,,N/A,N/A,N/A,,,,,
4*9|1,2*8|1,,,,N/A,N/A,N/A,,,,,
4*9|1,2*5*8|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4*5*8|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*6*8|1,,,,N/A,N/A,N/A,,,,,
4*9|1,9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,2*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*4*9|1,1,0,0,[4*9|1]~~{(+1)}~~>[1*4*9|1],[4*9|1]~>[1*4*9|1],{(+1)}~,20.0,1,1,0,0
4*9|1,5*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,1*2*7*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*7*9|1,1,0,0,[4*9|1]~~{(+7)}~~>[4*7*9|1],[4*9|1]~>[4*7*9|1],{(+7)}~,20.0,1,1,0,0
4*9|1,5*7*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*5*7*9|1,2,0,0,[4*9|1]~~{(+5  7)}~~>[4*5*7*9|1],[4*9|1]~>[4*5*7*9|1],{(+5  7)}~,30.0,1,2,0,0
4*9|1,6*8*9|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,2*6*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,7*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*5*7*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4*5*8*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,3*4*9*10|1,2,0,0,[4*9|1]~~{(+3  10)}~~>[3*4*9*10|1],[4*9|1]~>[3*4*9*10|1],{(+3  10)}~,30.0,1,2,0,0
4*9|1,2*5*9*10|1,,,,N/A,N/A,N/A,,,,,
4*9|1,4*5*9*10|1,2,0,0,[4*9|1]~~{(+5  10)}~~>[4*5*9*10|1],[4*9|1]~>[4*5*9*10|1],{(+5  10)}~,30.0,1,2,0,0
